Date-time;Type;Metadato grafico storico;SER008/11-RIL002 - S Pietro - Portata uscita Città Vecchia (l/s);SER008/11-RIL002 - S Pietro - Portata ingresso serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita Prato Volpe (l/s)
2025/03/03 15:35:00;A;;4,1;;9,8;4,1
2025/03/03 15:40:00;A;;;;5,6;
2025/03/03 15:45:00;P;;3,6;0,0;6,4;4,0
2025/03/03 15:50:00;A;;;;3,0;
2025/03/03 15:55:00;A;;;;1,7;
2025/03/03 16:00:00;A;;3,4;0,0;4,9;3,9
2025/03/03 16:00:01;P;;;;4,9;
2025/03/03 16:05:00;A;;;;0,2;
2025/03/03 16:10:00;A;;2,1;;;
2025/03/03 16:15:00;P;;2,2;0,0;0,7;3,5
2025/03/03 16:25:00;A;;;;3,0;
2025/03/03 16:30:00;P;;2,2;0,0;3,3;3,6
2025/03/03 16:40:00;A;;3,8;;;
2025/03/03 16:45:00;A;;2,2;0,0;2,6;3,5
2025/03/03 16:45:01;P;;2,2;;;
2025/03/03 16:50:00;A;;3,2;;;
2025/03/03 16:55:00;A;;;;5,3;
2025/03/03 17:00:00;A;;3,5;0,0;6,9;4,0
2025/03/03 17:00:01;P;;;;6,9;
2025/03/03 17:05:00;A;;;;9,6;
2025/03/03 17:10:00;A;;;;2,3;
2025/03/03 17:15:00;A;;2,9;0,0;6,9;3,6
2025/03/03 17:15:01;P;;;;6,9;
2025/03/03 17:20:00;A;;;;10,1;
2025/03/03 17:30:00;P;;2,9;0,0;10,5;3,7
2025/03/03 17:35:00;A;;4,1;;19,6;
2025/03/03 17:45:00;P;;3,6;0,0;19,4;4,3
2025/03/03 17:50:00;A;;;;24,0;
2025/03/03 18:00:00;A;;4,5;0,0;22,4;4,2
2025/03/03 18:00:01;P;;;;22,4;
2025/03/03 18:05:00;A;;;;26,4;
2025/03/03 18:10:00;A;;;;22,8;
2025/03/03 18:15:00;A;;3,3;0,0;18,2;4,0
2025/03/03 18:15:01;P;;3,3;;18,2;
2025/03/03 18:20:00;A;;4,9;;26,1;
2025/03/03 18:25:00;A;;;;24,5;
2025/03/03 18:30:00;A;;5,4;0,0;29,4;4,4
2025/03/03 18:30:01;P;;;;29,4;
2025/03/03 18:35:00;A;;;;34,3;
2025/03/03 18:45:00;A;;2,1;0,0;2,6;3,7
2025/03/03 18:45:01;P;;2,1;;2,6;
2025/03/03 18:50:00;A;;;1,9;0,0;
2025/03/03 18:55:00;A;;;0,0;1,9;
2025/03/03 19:00:00;A;;4,1;0,0;4,9;4,3
2025/03/03 19:00:01;P;;4,1;;4,9;
2025/03/03 19:05:00;A;;3,0;;3,1;
2025/03/03 19:10:00;A;;-0,3;17,4;0,0;1,8
2025/03/03 19:15:00;A;;-0,5;23,4;0,0;1,0
2025/03/03 19:15:01;P;;;23,4;;
2025/03/03 19:20:00;A;;;19,9;;
2025/03/03 19:25:00;A;;;22,5;;
2025/03/03 19:30:00;P;;-0,4;23,3;0,0;0,4
2025/03/03 19:35:00;A;;;28,2;;
2025/03/03 19:40:00;A;;;24,1;;
2025/03/03 19:45:00;A;;-0,4;28,1;0,0;-0,1
2025/03/03 19:45:01;P;;;28,1;;
2025/03/03 19:50:00;A;;;31,0;;
2025/03/03 19:55:00;A;;;24,5;;
2025/03/03 20:00:00;A;;-0,5;26,2;0,0;0,1
2025/03/03 20:00:01;P;;;26,2;;
2025/03/03 20:05:00;A;;1,2;0,0;14,4;3,5
2025/03/03 20:10:00;A;;;;22,0;
2025/03/03 20:15:00;A;;1,3;0,0;15,1;3,2
2025/03/03 20:15:01;P;;;;15,1;
2025/03/03 20:20:00;A;;0,2;;10,3;
2025/03/03 20:30:00;A;;0,1;0,0;8,3;2,9
2025/03/03 20:30:01;P;;;;8,3;
2025/03/03 20:35:00;A;;;;6,4;
2025/03/03 20:40:00;A;;;;9,2;
2025/03/03 20:45:00;P;;0,7;0,0;9,4;3,3
2025/03/03 20:50:00;A;;-0,5;;1,8;
2025/03/03 20:55:00;A;;;;0,0;1,2
2025/03/03 21:00:00;A;;-0,6;0,0;3,1;0,6
2025/03/03 21:00:01;P;;;;3,1;
2025/03/03 21:05:00;A;;;3,6;0,0;
2025/03/03 21:10:00;A;;;1,1;;
2025/03/03 21:15:00;A;;-0,4;0,0;0,8;0,5
2025/03/03 21:15:01;P;;;0,0;;
2025/03/03 21:20:00;A;;;2,7;;
2025/03/03 21:25:00;A;;;4,5;;
2025/03/03 21:30:00;A;;-0,6;6,7;0,0;-0,4
2025/03/03 21:30:01;P;;;6,7;;
2025/03/03 21:35:00;A;;;4,4;;
2025/03/03 21:45:00;A;;-0,3;8,9;0,0;-0,3
2025/03/03 21:45:01;P;;;8,9;;
2025/03/03 21:50:00;A;;;11,3;;
2025/03/03 21:55:00;A;;;17,0;;
2025/03/03 22:00:00;A;;-0,6;15,4;0,0;-0,5
2025/03/03 22:00:01;P;;;15,4;;
2025/03/03 22:05:00;A;;;16,7;;
2025/03/03 22:10:00;A;;;20,8;;
2025/03/03 22:15:00;P;;-0,5;21,5;0,0;-0,8
2025/03/03 22:25:00;A;;;25,0;;
2025/03/03 22:30:00;A;;-0,4;30,4;0,0;-1,1
2025/03/03 22:30:01;P;;;30,4;;
2025/03/03 22:40:00;A;;;32,7;;
2025/03/03 22:45:00;A;;-0,4;35,0;0,0;-1,4
2025/03/03 22:45:01;P;;;35,0;;
2025/03/03 22:50:00;A;;;33,4;;
2025/03/03 22:55:00;A;;;36,2;;
2025/03/03 23:00:00;A;;-0,6;22,2;0,0;-0,9
2025/03/03 23:00:01;P;;;22,2;;
2025/03/03 23:05:00;A;;;31,3;;
2025/03/03 23:15:00;P;;-0,5;30,8;0,0;-1,2
2025/03/03 23:20:00;A;;;27,5;;
2025/03/03 23:25:00;A;;;32,6;;
2025/03/03 23:30:00;A;;-0,3;36,4;0,0;-1,6
2025/03/03 23:30:01;P;;;36,4;;
2025/03/03 23:35:00;A;;;31,7;;
2025/03/03 23:40:00;A;;;39,3;;
2025/03/03 23:45:00;A;;-0,3;36,8;0,0;-1,5
2025/03/03 23:45:01;P;;;36,8;;
2025/03/03 23:55:00;A;;;40,5;;
2025/03/04 00:00:00;A;;-0,6;46,5;0,0;-1,5
2025/03/04 00:00:01;P;;;46,5;;
2025/03/04 00:10:00;A;;;51,8;;
2025/03/04 00:15:00;P;;-0,4;51,1;0,0;-2,0
2025/03/04 00:20:00;A;;;52,4;;
2025/03/04 00:25:00;A;;;57,4;;
2025/03/04 00:30:00;P;;-0,5;57,3;0,0;-2,0
2025/03/04 00:40:00;A;;;35,7;;
2025/03/04 00:45:00;A;;-0,5;15,9;0,0;-0,4
2025/03/04 00:45:01;P;;;15,9;;-0,4
2025/03/04 00:50:00;A;;;12,6;;
2025/03/04 00:55:00;A;;;9,2;;
2025/03/04 01:00:00;A;;-0,6;11,5;0,0;-0,4
2025/03/04 01:00:01;P;;;11,5;;
2025/03/04 01:10:00;A;;;12,7;;
2025/03/04 01:15:00;A;;-0,4;17,1;0,0;-0,2
2025/03/04 01:15:01;P;;;17,1;;
2025/03/04 01:20:00;A;;;19,2;;
2025/03/04 01:25:00;A;;;14,9;;
2025/03/04 01:30:00;A;;-0,4;18,5;0,0;-0,4
2025/03/04 01:30:01;P;;;18,5;;
2025/03/04 01:45:00;P;;-0,3;18,3;0,0;-0,4
2025/03/04 01:50:00;A;;;19,5;;
2025/03/04 01:55:00;A;;;21,4;;
2025/03/04 02:00:00;A;;-0,4;19,4;0,0;-0,3
2025/03/04 02:00:01;P;;;19,4;;
2025/03/04 02:05:00;A;;;16,7;;
2025/03/04 02:10:00;A;;;19,3;;
2025/03/04 02:15:00;P;;-0,3;19,4;0,0;-0,4
2025/03/04 02:20:00;A;;;20,9;;
2025/03/04 02:25:00;A;;;0,0;36,5;1,5
2025/03/04 02:30:00;A;;-0,6;0,0;33,9;1,1
2025/03/04 02:30:01;P;;;;33,9;
2025/03/04 02:35:00;A;;;;36,0;
2025/03/04 02:40:00;A;;;;34,3;
2025/03/04 02:45:00;P;;-0,4;0,0;33,4;1,3
2025/03/04 02:50:00;A;;;;36,8;
2025/03/04 02:55:00;A;;;;34,7;
2025/03/04 03:00:00;P;;-0,3;0,0;34,5;1,3
2025/03/04 03:05:00;A;;;;36,3;
2025/03/04 03:10:00;A;;;;35,0;
2025/03/04 03:15:00;A;;-0,4;0,0;33,8;1,3
2025/03/04 03:15:01;P;;;;33,8;
2025/03/04 03:20:00;A;;;;32,6;
2025/03/04 03:25:00;A;;;;34,4;
2025/03/04 03:30:00;P;;-0,3;0,0;33,7;1,4
2025/03/04 03:35:00;A;;;;35,0;
2025/03/04 03:40:00;A;;;;36,9;
2025/03/04 03:45:00;A;;0,1;0,0;40,5;3,1
2025/03/04 03:45:01;P;;;;40,5;3,1
2025/03/04 03:50:00;A;;;;33,4;1,6
2025/03/04 04:00:00;A;;-0,3;0,0;35,5;2,1
2025/03/04 04:00:01;P;;;;35,5;
2025/03/04 04:05:00;A;;;;11,4;0,7
2025/03/04 04:15:00;A;;-0,5;0,0;15,5;1,2
2025/03/04 04:15:01;P;;;;15,5;
2025/03/04 04:20:00;A;;;;14,3;
2025/03/04 04:30:00;A;;-0,5;0,0;17,3;1,2
2025/03/04 04:30:01;P;;;;17,3;
2025/03/04 04:35:00;A;;;;19,7;
2025/03/04 04:40:00;A;;;;21,0;
2025/03/04 04:45:00;A;;-0,2;0,0;22,3;2,2
2025/03/04 04:45:01;P;;;;22,3;
2025/03/04 04:50:00;A;;;;20,2;1,1
2025/03/04 04:55:00;A;;;;22,8;
2025/03/04 05:00:00;A;;-0,3;0,0;25,4;2,3
2025/03/04 05:00:01;P;;;;25,4;2,3
2025/03/04 05:05:00;A;;;;29,6;
2025/03/04 05:15:00;P;;-0,3;0,0;29,6;2,8
2025/03/04 05:20:00;A;;;;31,6;
2025/03/04 05:25:00;A;;;;28,5;
2025/03/04 05:30:00;P;;-0,3;0,0;28,3;2,7
2025/03/04 05:35:00;A;;0,7;;31,0;
2025/03/04 05:40:00;A;;;;32,5;
2025/03/04 05:45:00;A;;0,7;0,0;35,2;3,4
2025/03/04 05:45:01;P;;;;35,2;
2025/03/04 05:50:00;A;;;;36,5;
2025/03/04 05:55:00;A;;1,9;;40,6;
2025/03/04 06:00:00;A;;2,9;0,0;46,8;3,9
2025/03/04 06:00:01;P;;2,9;;46,8;
2025/03/04 06:05:00;A;;-0,5;48,7;0,0;-1,4
2025/03/04 06:10:00;A;;;39,8;;
2025/03/04 06:15:00;A;;-0,6;31,3;0,0;-0,3
2025/03/04 06:15:01;P;;;31,3;;-0,3
2025/03/04 06:20:00;A;;;29,7;;
2025/03/04 06:25:00;A;;;20,4;;
2025/03/04 06:30:00;A;;-0,6;18,1;0,0;0,6
2025/03/04 06:30:01;P;;;18,1;;
2025/03/04 06:35:00;A;;;4,8;;2,6
2025/03/04 06:40:00;A;;0,9;2,7;;
2025/03/04 06:45:00;A;;3,9;0,0;3,0;4,2
2025/03/04 06:45:01;P;;3,9;0,0;3,0;4,2
2025/03/04 06:50:00;A;;5,5;;12,9;
2025/03/04 06:55:00;A;;;;19,3;
2025/03/04 07:00:00;P;;5,7;0,0;19,9;4,5
2025/03/04 07:05:00;A;;6,7;;29,6;
2025/03/04 07:10:00;A;;;;34,8;
2025/03/04 07:15:00;A;;6,7;0,0;39,4;5,0
2025/03/04 07:15:01;P;;;;39,4;
2025/03/04 07:20:00;A;;2,2;8,5;0,0;3,4
2025/03/04 07:25:00;A;;;2,6;;
2025/03/04 07:30:00;A;;4,6;0,0;1,7;4,1
2025/03/04 07:30:01;P;;4,6;0,0;1,7;
2025/03/04 07:35:00;A;;3,3;1,4;0,0;
2025/03/04 07:40:00;A;;;4,9;;
2025/03/04 07:45:00;A;;3,9;0,2;0,0;4,2
2025/03/04 07:45:01;P;;;0,2;;
2025/03/04 07:50:00;A;;;1,4;;
2025/03/04 08:00:00;A;;5,4;0,0;2,0;4,5
2025/03/04 08:00:01;P;;5,4;0,0;2,0;
2025/03/04 08:15:00;A;;3,4;3,8;0,0;4,1
2025/03/04 08:15:01;P;;3,4;3,8;0,0;
2025/03/04 08:20:00;A;;;5,0;;
2025/03/04 08:25:00;A;;;0,0;;
2025/03/04 08:30:00;A;;3,3;4,2;0,0;3,7
2025/03/04 08:30:01;P;;;4,2;;
2025/03/04 08:35:00;A;;;5,5;;
2025/03/04 08:45:00;A;;2,3;8,8;0,0;3,5
2025/03/04 08:45:01;P;;;8,8;;
2025/03/04 08:50:00;A;;3,5;4,3;;
2025/03/04 08:55:00;A;;6,2;0,0;11,3;4,8
2025/03/04 09:00:00;A;;5,9;0,0;1,7;4,4
2025/03/04 09:00:01;P;;;;1,7;
2025/03/04 09:05:00;A;;;;9,1;
2025/03/04 09:15:00;P;;6,5;0,0;8,9;4,9
2025/03/04 09:20:00;A;;;;7,1;
2025/03/04 09:30:00;P;;5,9;0,0;7,1;4,8
2025/03/04 09:35:00;A;;;;9,4;
2025/03/04 09:45:00;P;;6,2;0,0;9,1;4,8
2025/03/04 09:50:00;A;;3,5;;1,6;
2025/03/04 09:55:00;A;;0,4;;0,0;2,8
2025/03/04 10:00:00;A;;-0,5;4,2;0,0;2,0
2025/03/04 10:00:01;P;;;4,2;;
2025/03/04 10:05:00;A;;;5,7;;
2025/03/04 10:10:00;A;;;3,9;;
2025/03/04 10:15:00;A;;-0,3;7,2;0,0;1,9
2025/03/04 10:15:01;P;;;7,2;;
2025/03/04 10:20:00;A;;0,9;5,0;;3,0
2025/03/04 10:25:00;A;;;2,1;;
2025/03/04 10:30:00;P;;0,2;2,5;0,0;3,1
2025/03/04 10:35:00;A;;;4,4;;
2025/03/04 10:40:00;A;;;8,2;;1,8
2025/03/04 10:45:00;A;;-0,5;9,8;0,0;1,5
2025/03/04 10:45:01;P;;;9,8;;
2025/03/04 10:50:00;A;;0,6;8,0;;2,8
2025/03/04 10:55:00;A;;;10,7;;
2025/03/04 11:00:00;P;;0,2;10,1;0,0;2,4
2025/03/04 11:05:00;A;;;8,9;;
2025/03/04 11:10:00;A;;;11,3;;
2025/03/04 11:15:00;A;;0,5;4,6;0,0;3,0
2025/03/04 11:15:01;P;;;4,6;;
2025/03/04 11:20:00;A;;;9,5;;
2025/03/04 11:25:00;A;;;11,0;;
2025/03/04 11:30:00;P;;0,2;10,2;0,0;2,5
2025/03/04 11:40:00;A;;;5,9;;
2025/03/04 11:45:00;A;;0,3;11,2;0,0;2,0
2025/03/04 11:45:01;P;;;11,2;;
2025/03/04 11:50:00;A;;;6,7;;
2025/03/04 11:55:00;A;;;9,9;;
2025/03/04 12:00:00;A;;0,6;7,9;0,0;2,8
2025/03/04 12:00:01;P;;;7,9;;
2025/03/04 12:10:00;A;;;9,0;;
2025/03/04 12:15:00;A;;0,9;7,5;0,0;2,9
2025/03/04 12:15:01;P;;;7,5;;
2025/03/04 12:20:00;A;;2,0;5,8;;
2025/03/04 12:25:00;A;;;4,1;;
2025/03/04 12:30:00;P;;2,1;4,1;0,0;3,3
2025/03/04 12:35:00;A;;;8,2;;
2025/03/04 12:40:00;A;;0,8;;;
2025/03/04 12:45:00;A;;2,6;2,6;0,0;3,4
2025/03/04 12:45:01;P;;2,6;2,6;;
2025/03/04 12:50:00;A;;1,0;6,9;;
2025/03/04 13:00:00;P;;1,6;6,0;0,0;2,8
2025/03/04 13:05:00;A;;3,3;0,5;;
2025/03/04 13:15:00;A;;3,6;1,8;0,0;3,5
2025/03/04 13:15:01;P;;;1,8;;
2025/03/04 13:20:00;A;;;3,1;;
2025/03/04 13:30:00;P;;3,4;2,1;0,0;3,9
2025/03/04 13:35:00;A;;;3,3;;
2025/03/04 13:40:00;A;;;2,2;;
2025/03/04 13:45:00;A;;2,5;4,4;0,0;3,6
2025/03/04 13:45:01;P;;;4,4;;
2025/03/04 13:50:00;A;;;2,0;;
2025/03/04 13:55:00;A;;;5,2;;
2025/03/04 14:00:00;P;;2,4;4,8;0,0;3,3
2025/03/04 14:10:00;A;;1,3;7,3;;
2025/03/04 14:15:00;A;;1,7;4,6;0,0;3,7
2025/03/04 14:15:01;P;;;4,6;;
2025/03/04 14:25:00;A;;;7,2;;
2025/03/04 14:30:00;P;;0,8;8,1;0,0;3,1
2025/03/04 14:35:00;A;;;5,7;;
2025/03/04 14:40:00;A;;;11,0;;
2025/03/04 14:45:00;A;;0,5;12,5;0,0;2,5
2025/03/04 14:45:01;P;;;12,5;;
2025/03/04 15:00:00;A;;-0,1;16,3;0,0;2,0
2025/03/04 15:00:01;P;;;16,3;;
2025/03/04 15:05:00;A;;;14,9;;
2025/03/04 15:10:00;A;;;19,8;;
2025/03/04 15:15:00;A;;-0,1;15,9;0,0;2,5
2025/03/04 15:15:01;P;;;15,9;;
2025/03/04 15:20:00;A;;;17,4;;
2025/03/04 15:25:00;A;;;16,3;;
2025/03/04 15:30:00;A;;-0,3;17,4;0,0;1,6
2025/03/04 15:30:01;P;;;17,4;;
2025/03/04 15:35:00;A;;;20,9;;
2025/03/04 15:40:00;A;;;16,2;;
2025/03/04 15:45:00;A;;0,0;13,6;0,0;2,4
2025/03/04 15:45:01;P;;;13,6;;
2025/03/04 15:50:00;A;;;16,6;;
2025/03/04 15:55:00;A;;;21,9;;0,8
2025/03/04 16:00:00;A;;-0,3;23,9;0,0;0,9
2025/03/04 16:00:01;P;;;23,9;;
2025/03/04 16:10:00;A;;;20,6;;
2025/03/04 16:15:00;A;;-0,6;23,7;0,0;0,8
2025/03/04 16:15:01;P;;;23,7;;
2025/03/04 16:20:00;A;;;37,1;;-0,3
2025/03/04 16:25:00;A;;;40,4;;
2025/03/04 16:30:00;A;;-0,4;35,6;0,0;-0,1
2025/03/04 16:30:01;P;;;35,6;;
2025/03/04 16:35:00;A;;;34,1;;
2025/03/04 16:40:00;A;;;36,6;;
2025/03/04 16:45:00;A;;-0,4;39,2;0,0;0,2
2025/03/04 16:45:01;P;;;39,2;;
2025/03/04 16:55:00;A;;;31,4;;
2025/03/04 17:00:00;A;;-0,4;34,4;0,0;0,6
2025/03/04 17:00:01;P;;;34,4;;
2025/03/04 17:05:00;A;;;30,3;;
2025/03/04 17:10:00;A;;;;;1,6
2025/03/04 17:15:00;A;;-0,4;27,4;0,0;2,1
2025/03/04 17:15:01;P;;;27,4;;
2025/03/04 17:20:00;A;;;32,5;;
2025/03/04 17:25:00;A;;;31,1;;
2025/03/04 17:30:00;A;;0,0;27,6;0,0;2,3
2025/03/04 17:30:01;P;;;27,6;;
2025/03/04 17:40:00;A;;;24,4;;
2025/03/04 17:45:00;A;;1,6;20,1;0,0;3,4
2025/03/04 17:45:01;P;;1,6;20,1;;3,4
2025/03/04 17:50:00;A;;;25,5;;
2025/03/04 17:55:00;A;;;21,4;;
2025/03/04 18:00:00;A;;2,7;18,5;0,0;3,5
2025/03/04 18:00:01;P;;2,7;18,5;;
2025/03/04 18:10:00;A;;1,2;21,7;;
2025/03/04 18:15:00;P;;0,7;21,4;0,0;3,2
2025/03/04 18:20:00;A;;2,1;;;
2025/03/04 18:25:00;A;;3,5;16,9;;
2025/03/04 18:30:00;P;;3,0;17,1;0,0;3,4
2025/03/04 18:35:00;A;;;12,5;;
2025/03/04 18:40:00;A;;5,0;5,6;;
2025/03/04 18:45:00;A;;5,1;3,8;0,0;4,1
2025/03/04 18:45:01;P;;;3,8;;
2025/03/04 18:50:00;A;;;7,8;;
2025/03/04 18:55:00;A;;;2,6;;
2025/03/04 19:00:00;A;;4,8;4,2;0,0;3,9
2025/03/04 19:00:01;P;;;4,2;;
2025/03/04 19:05:00;A;;;6,1;;
2025/03/04 19:10:00;A;;;2,1;;
2025/03/04 19:15:00;A;;5,5;0,4;0,0;4,3
2025/03/04 19:15:01;P;;;0,4;;
2025/03/04 19:20:00;A;;3,6;7,8;;
2025/03/04 19:25:00;A;;;6,2;;
2025/03/04 19:30:00;P;;4,1;5,5;0,0;4,1
2025/03/04 19:40:00;A;;;12,7;;
2025/03/04 19:45:00;A;;1,8;15,0;0,0;3,2
2025/03/04 19:45:01;P;;1,8;15,0;;
2025/03/04 20:00:00;A;;3,0;14,9;0,0;3,6
2025/03/04 20:00:01;P;;3,0;;;
2025/03/04 20:05:00;A;;5,8;0,0;29,0;
2025/03/04 20:10:00;A;;;;27,8;
2025/03/04 20:15:00;P;;6,0;0,0;28,7;4,5
2025/03/04 20:20:00;A;;;;26,0;
2025/03/04 20:25:00;A;;;;24,0;
2025/03/04 20:30:00;A;;4,4;0,0;17,1;3,9
2025/03/04 20:30:01;P;;4,4;;17,1;
2025/03/04 20:35:00;A;;5,6;;21,8;
2025/03/04 20:40:00;A;;;;18,3;
2025/03/04 20:45:00;A;;3,7;0,0;13,4;3,6
2025/03/04 20:45:01;P;;3,7;;13,4;
2025/03/04 20:50:00;A;;;;12,2;
2025/03/04 20:55:00;A;;;;8,2;
2025/03/04 21:00:00;A;;3,6;0,0;13,3;3,6
2025/03/04 21:00:01;P;;;;13,3;
2025/03/04 21:05:00;A;;7,6;;61,0;5,4
2025/03/04 21:15:00;P;;7,4;0,0;60,9;5,4
2025/03/04 21:20:00;A;;;;58,7;
2025/03/04 21:30:00;A;;5,9;0,0;49,6;4,4
2025/03/04 21:30:01;P;;5,9;;49,6;
2025/03/04 21:40:00;A;;;;55,1;
2025/03/04 21:45:00;A;;6,1;0,0;50,6;4,9
2025/03/04 21:45:01;P;;;;50,6;
2025/03/04 21:50:00;A;;;;44,4;
2025/03/04 21:55:00;A;;;;47,3;
2025/03/04 22:00:00;A;;5,5;0,0;40,9;4,3
2025/03/04 22:00:01;P;;;;40,9;
2025/03/04 22:10:00;A;;;;32,4;
2025/03/04 22:15:00;A;;4,1;0,0;31,3;3,9
2025/03/04 22:15:01;P;;4,1;;31,3;
2025/03/04 22:20:00;A;;2,9;;25,9;
2025/03/04 22:30:00;A;;3,1;0,0;30,1;3,4
2025/03/04 22:30:01;P;;;;30,1;
2025/03/04 22:35:00;A;;;;22,8;
2025/03/04 22:40:00;A;;2,1;;;
2025/03/04 22:45:00;A;;1,3;0,0;17,4;2,8
2025/03/04 22:45:01;P;;;;17,4;
2025/03/04 22:50:00;A;;;;15,5;
2025/03/04 22:55:00;A;;;;17,6;
2025/03/04 23:00:00;A;;1,0;0,0;19,2;2,9
2025/03/04 23:00:01;P;;;;19,2;
2025/03/04 23:05:00;A;;-0,6;;9,1;1,9
2025/03/04 23:10:00;A;;;;5,5;
2025/03/04 23:15:00;A;;-0,5;0,0;1,5;1,5
2025/03/04 23:15:01;P;;;;1,5;
2025/03/04 23:20:00;A;;;;2,5;
2025/03/04 23:25:00;A;;;;4,2;
2025/03/04 23:30:00;A;;-0,4;0,1;0,0;0,0
2025/03/04 23:30:01;P;;;;0,0;0,0
2025/03/04 23:35:00;A;;;5,6;;
2025/03/04 23:45:00;A;;-0,5;11,0;0,0;-0,7
2025/03/04 23:45:01;P;;;11,0;;
2025/03/04 23:50:00;A;;;12,0;;
2025/03/04 23:55:00;A;;;14,6;;
2025/03/05 00:00:00;A;;-0,4;16,8;0,0;-0,7
2025/03/05 00:00:01;P;;;16,8;;
2025/03/05 00:05:00;A;;;14,8;;
2025/03/05 00:10:00;A;;;23,1;;
2025/03/05 00:15:00;P;;-0,6;23,7;0,0;-1,1
2025/03/05 00:20:00;A;;;25,3;;
2025/03/05 00:30:00;A;;-0,4;27,6;0,0;-0,8
2025/03/05 00:30:01;P;;;27,6;;
